label,GPT4_LLM_Label
reentrancy (RE),Integer Overflow/Underflow
reentrancy (RE),Access Control
reentrancy (RE),Oracle Dependencies
reentrancy (RE),Access Control
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unsafe Arithmetic Operations
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Unprotected Self-Destruct
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Insecure Coding Patterns
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Unsafe Arithmetic Operations
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Insecure Coding Patterns
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unprotected Functions
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Composability Risks
reentrancy (RE),Access Control
reentrancy (RE),Unexpected Ether Balance
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Delegatecall
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Reentrancy
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Reentrancy
reentrancy (RE),Access Control
reentrancy (RE),Unchecked Low-Level Calls
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Improper Input Validation
reentrancy (RE),Insecure Coding Patterns
reentrancy (RE),Insecure Coding Patterns
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Unprotected Functions
reentrancy (RE),Access Control
reentrancy (RE),Unprotected Functions
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy (RE),Uninitialized Storage Pointers
reentrancy (RE),Access Control
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unprotected Functions
reentrancy (RE),Unprotected Functions
reentrancy (RE),Access Control
reentrancy (RE),Access Control
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Access Control
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
reentrancy,Reentrancy
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unchecked Low-Level Calls
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Oracle Dependencies
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Logical Flaws
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Insecure Coding Patterns
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Timestamp Dependence
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Unexpected Ether Balance
ether strict equality (SE),Unchecked Low-Level Calls
ether strict equality (SE),Oracle Dependencies
ether strict equality (SE),Unchecked Low-Level Calls
ether strict equality (SE),Access Control
ether strict equality (SE),Uninitialized Storage Pointers
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Airdrop Limit Bypass
ether strict equality (SE),Timestamp Dependence
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Timestamp Dependence
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Cryptographic Weaknesses
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Economic Exploits
ether strict equality (SE),Front-Running
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Self-Destruct
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Front-Running
ether strict equality (SE),Access Control
ether strict equality (SE),Timestamp Dependence
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Improper Input Validation
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Timestamp Dependence
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Logical Flaws
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unexpected Ether Balance
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unexpected Ether Balance
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Front-Running
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Economic Exploits
ether strict equality (SE),Access Control
ether strict equality (SE),Insecure Randomness
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Unchecked Low-Level Calls
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Logical Flaws
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Logical Flaws
ether strict equality (SE),Front-Running
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unprotected Functions
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Improper Input Validation
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Unsafe Arithmetic Operations
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Integer Overflow/Underflow
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Economic Exploits
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Improper Input Validation
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
ether strict equality (SE),Access Control
denial_of_service,Denial of Service
denial_of_service,Denial of Service
denial_of_service,Denial of Service
denial_of_service,Denial of Service
denial_of_service,Denial of Service
denial_of_service,Denial of Service
denial_of_service,Denial of Service
dangerous delegatecall (DE),Unprotected Self-Destruct
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Unchecked Low-Level Calls
dangerous delegatecall (DE),Unsafe Arithmetic Operations
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Unchecked Low-Level Calls
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Uninitialized Storage Pointers
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall 
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Access Control
dangerous delegatecall (DE),Unsafe Arithmetic Operations
dangerous delegatecall (DE),Delegatecall
dangerous delegatecall (DE),Delegatecall
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Insecure Randomness
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Access Control
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Improper Input Validation
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Oracle Dependencies
block number dependency (BN),Access Control
block number dependency (BN),Reentrancy
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Oracle Dependencies
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Unsafe Arithmetic Operations
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Insecure Randomness
block number dependency (BN),Front-Running
block number dependency (BN),Economic Exploits
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Unchecked Low-Level Calls
block number dependency (BN),Unsafe External Calls
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Insecure Randomness
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Logical Flaws
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Logical Flaws
block number dependency (BN),Front-Running
block number dependency (BN),Unsafe Arithmetic Operations
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Integer Overflow/Underflow
block number dependency (BN),Front-Running
block number dependency (BN),Access Control
block number dependency (BN),Access Control
block number dependency (BN),Front-Running
